NodeID;node_step0;node_step5;node_step10;node_step15;node_step20;node_step25;node_step30;node_step35;node_step40;node_step45;node_step50;node_step55;node_step60;node_step65;node_step70;node_step75;node_step80;node_step85;node_step90;node_step95;node_step100;node_step105;node_step110;node_step115;node_step120;node_step125;node_step130;node_step135;node_step140;node_step145;node_step150;node_step155;node_step160;node_step165;node_step170;node_step175;node_step180;node_step185;node_step190;node_step195;node_step200;node_step205;node_step210;node_step215;node_step220;node_step225;node_step230;node_step235;node_step240;node_step245;node_step250;node_step255;node_step260;node_step265;node_step270;node_step275;node_step280;node_step285;node_step290;node_step295;node_step300
12;[12];[12];[12];[12];[12];[12, 15];[12, 15];[10, 12, 15];[10, 12, 15];[10, 12, 15];[10, 12, 15, 16];[10, 12, 15, 16];[10, 12, 15, 16];[9, 10, 12, 15, 16];[9, 10, 12, 15, 16, 21];[9, 10, 12, 15, 16, 21];[8, 9, 10, 12, 15, 16, 21];[8, 9, 10, 12, 15, 16, 21];[8, 9, 10, 12, 15, 16, 21];[8, 9, 10, 12, 15, 16, 21];[8, 9, 10, 12, 15, 16, 20, 21];[7, 8, 9, 10, 12, 15, 16, 20, 21, 27];[7, 8, 9, 10, 12, 15, 16, 20, 21, 27];[7, 8, 9, 10, 12, 15, 16, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 27]
13;[13];[13];[13];[13];[13];[12, 13, 14];[12, 13, 14];[12, 13, 14];[12, 13, 14];[12, 13, 14];[12, 13, 14, 15];[12, 13, 14, 15, 22];[10, 12, 13, 14, 15, 22];[10, 12, 13, 14, 15, 22];[10, 12, 13, 14, 15, 22];[10, 12, 13, 14, 15, 16, 22];[10, 12, 13, 14, 15, 16, 22];[10, 12, 13, 14, 15, 16, 22];[9, 10, 12, 13, 14, 15, 16, 22];[9, 10, 12, 13, 14, 15, 16, 21, 22];[9, 10, 12, 13, 14, 15, 16, 21, 22];[8, 9, 10, 12, 13, 14, 15, 16, 21, 22];[8, 9, 10, 12, 13, 14, 15, 16, 21, 22];[8, 9, 10, 12, 13, 14, 15, 16, 21, 22];[8, 9, 10, 12, 13, 14, 15, 16, 21, 22];[7, 8, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27];[7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 27]
14;[14];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 22];[14, 15, 22];[14, 15, 22];[14, 15, 22];[14, 15, 22];[14, 15, 22];[14, 15, 16, 22];[14, 15, 16, 22];[14, 15, 16, 22];[14, 15, 16, 21, 22];[14, 15, 16, 21, 22];[14, 15, 16, 21, 22];[14, 15, 16, 21, 22];[14, 15, 16, 21, 22];[14, 15, 16, 21, 22];[14, 15, 16, 21, 22];[14, 15, 16, 20, 21, 22, 27];[14, 15, 16, 20, 21, 22, 27];[14, 15, 16, 20, 21, 22, 27];[14, 15, 16, 20, 21, 22, 27];[14, 15, 16, 19, 20, 21, 22, 27];[14, 15, 16, 19, 20, 21, 22, 27];[14, 15, 16, 19, 20, 21, 22, 27];[14, 15, 16, 19, 20, 21, 22, 27];[14, 15, 16, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27];[14, 15, 16, 18, 19, 20, 21, 22, 27]
15;[15];[15];[15];[15];[15];[15];[15, 16];[15, 16];[15, 16];[15, 16, 21];[15, 16, 21];[15, 16, 21];[15, 16, 21];[15, 16, 21];[15, 16, 21];[15, 16, 21];[15, 16, 20, 21, 27];[15, 16, 20, 21, 27];[15, 16, 20, 21, 22, 27];[15, 16, 20, 21, 22, 27];[15, 16, 19, 20, 21, 22, 27];[15, 16, 19, 20, 21, 22, 27];[15, 16, 19, 20, 21, 22, 27];[15, 16, 19, 20, 21, 22, 27];[15, 16, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27];[15, 16, 18, 19, 20, 21, 22, 27]
16;[16];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27];[16, 27]
17;[17];[17];[17];[17];[17];[17];[17];[17];[17];[17];[17];[17];[17];[17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17];[11, 17]
18;[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18];[18]
19;[19];[19];[19];[19];[19];[19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19];[18, 19]
20;[20];[20, 27];[20, 27];[20, 27];[20, 27];[19, 20, 27];[19, 20, 27];[19, 20, 27];[19, 20, 27];[19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27];[18, 19, 20, 27]
21;[21];[21, 22];[21, 22];[21, 22];[21, 22];[21, 22];[21, 22];[20, 21, 22];[20, 21, 22];[20, 21, 22];[20, 21, 22];[19, 20, 21, 22];[19, 20, 21, 22];[19, 20, 21, 22, 27];[19, 20, 21, 22, 27];[19, 20, 21, 22, 27];[19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27];[18, 19, 20, 21, 22, 27]
22;[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22];[22]
23;[23];[23];[23];[23];[23];[23, 24];[23, 24];[23, 24];[23, 24];[23, 24];[23, 24];[23, 24];[23, 24];[23, 24];[23, 24];[23, 24, 25];[23, 24, 25];[23, 24, 25];[23, 24, 25];[23, 24, 25];[23, 24, 25];[23, 24, 25];[23, 24, 25];[23, 24, 25];[23, 24, 25];[5, 23, 24, 25];[5, 23, 24, 25];[5, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25];[5, 11, 23, 24, 25]
24;[24];[24];[24];[24];[24];[24];[24];[24];[24];[24];[24, 25];[24, 25];[24, 25];[24, 25];[24, 25];[24, 25];[24, 25];[24, 25];[24, 25];[24, 25];[5, 24, 25];[5, 24, 25];[5, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25];[5, 11, 24, 25]
25;[25];[25];[25];[25];[25];[25];[25];[25];[25];[25];[5, 25];[5, 25];[5, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25];[5, 11, 25]
